North Carolina,01,negative
New Mexico,01,positive
Colorado,01,positive
New York,01,negative
Illinois,01,positive
Texas,01,positive
Illinois,01,positive
Georgia,01,positive
Florida,01,negative
New Jersey,01,positive
Texas,01,positive
New Jersey,01,positive
Washington,01,positive
Florida,01,positive
District of Columbia,01,positive
Ohio,01,positive
Missouri,01,negative
Texas,01,positive
New Mexico,01,positive
Mississippi,01,positive
South Carolina,01,negative
California,01,positive
Massachusetts,01,positive
Massachusetts,01,negative
New Mexico,01,positive
Texas,01,positive
New Mexico,01,negative
Virginia,01,negative
New Jersey,01,positive
Arizona,01,negative
Florida,01,positive
New Mexico,01,positive
California,01,negative
Iowa,01,negative
New York,01,positive
New Hampshire,01,positive
Indiana,01,negative
California,01,positive
Texas,01,positive
California,01,negative
Arizona,01,positive
Nebraska,01,positive
Oklahoma,01,positive
Colorado,01,positive
Massachusetts,01,positive
Virginia,01,positive
New Jersey,01,positive
Nevada,01,positive
Florida,01,positive
New Mexico,01,positive
Texas,01,positive
California,01,positive
New York,01,positive
Colorado,01,positive
New York,01,positive
Texas,01,positive
New Mexico,01,positive
South Carolina,01,positive
South Carolina,01,negative
Texas,01,positive
New Mexico,01,positive
Arizona,01,positive
New Mexico,01,positive
California,01,positive
Texas,01,negative
California,01,positive
Colorado,01,positive
Illinois,01,negative
Nevada,01,positive
Colorado,01,positive
New York,01,positive
Georgia,01,positive
Illinois,01,positive
New York,01,positive
California,01,negative
Florida,01,positive
Georgia,01,positive
North Carolina,01,negative
New Mexico,01,positive
Texas,01,positive
Florida,01,positive
New Mexico,01,positive
New York,01,positive
New York,01,positive
Kentucky,01,positive
Maryland,01,positive
North Carolina,01,positive
California,01,positive
Nevada,01,positive
Georgia,01,positive
Texas,01,negative
Pennsylvania,01,negative
Arkansas,01,positive
New York,01,positive
California,01,positive
Colorado,01,negative
Michigan,01,negative
Maryland,01,negative
Kentucky,01,positive
New York,01,positive
New York,01,positive
Washington,01,positive
Alaska,01,positive
Massachusetts,01,positive
Florida,01,positive
South Carolina,01,positive
New Mexico,01,positive
Illinois,01,positive
South Carolina,01,positive
Georgia,01,positive
Texas,01,positive
New Mexico,01,positive
California,01,positive
California,01,negative
California,01,positive
Illinois,01,positive
Washington,01,positive
Florida,01,positive
Texas,01,positive
Florida,01,positive
Colorado,01,negative
North Carolina,01,positive
New Mexico,01,positive
Missouri,01,positive
New York,01,negative
Florida,01,negative
New Mexico,01,positive
Kentucky,01,negative
Michigan,01,positive
Arizona,01,positive
Colorado,01,positive
Nevada,01,positive
New York,01,positive
California,01,positive
Florida,01,positive
California,01,positive
California,01,positive
California,01,positive
New York,01,positive
Georgia,01,positive
New York,01,positive
California,01,positive
Arizona,01,positive
Illinois,01,positive
California,01,positive
Louisiana,01,negative
New Jersey,01,positive
New York,01,positive
California,01,positive
Washington,01,positive
Maryland,01,positive
Mississippi,01,positive
Ohio,01,positive
Georgia,01,positive
Iowa,01,positive
Ohio,01,positive
New Jersey,01,positive
Pennsylvania,01,negative
Arizona,01,positive
Tennessee,01,negative
Louisiana,01,positive
South Dakota,01,positive
South Carolina,01,negative
Illinois,01,negative
Washington,01,positive
Connecticut,01,positive
California,01,positive
California,01,positive
Michigan,01,positive
,01,negative
Washington,01,positive
Ohio,01,positive
California,01,negative
Florida,01,positive
Virginia,01,positive
Pennsylvania,01,positive
Washington,01,positive
District of Columbia,01,negative
Virginia,01,positive
California,01,positive
Texas,01,negative
California,01,positive
Virginia,01,negative
Florida,01,positive
Louisiana,01,positive
Washington,01,positive
Florida,01,positive
New York,01,negative
California,01,positive
Washington,01,positive
Wyoming,01,positive
Florida,01,positive
Texas,01,positive
Connecticut,01,positive
South Carolina,01,positive
California,01,positive
Arkansas,01,positive
New Mexico,01,positive
Louisiana,01,positive
Kentucky,01,negative
Wisconsin,01,positive
Pennsylvania,01,negative
Georgia,01,positive
Florida,01,positive
Texas,01,positive
New York,01,positive
Colorado,01,positive
South Carolina,01,positive
New Jersey,01,positive
Utah,01,positive
New York,01,positive
Florida,01,positive
California,01,positive
California,01,positive
Massachusetts,01,positive
Oklahoma,01,positive
Pennsylvania,01,positive
Indiana,01,positive
South Carolina,01,positive
Massachusetts,01,negative
Florida,01,negative
Arizona,01,positive
Georgia,01,positive
Michigan,01,negative
Nevada,01,positive
New York,01,negative
Texas,01,positive
North Carolina,01,positive
Arizona,01,positive
District of Columbia,01,positive
Michigan,01,positive
Florida,01,positive
Missouri,01,positive
Illinois,01,positive
Florida,01,positive
North Carolina,01,positive
Washington,01,positive
Florida,01,positive
Pennsylvania,01,positive
Nebraska,01,positive
California,01,positive
Texas,01,positive
South Carolina,01,positive
Florida,01,positive
Texas,01,positive
Maryland,01,positive
Missouri,01,negative
Massachusetts,01,positive
South Carolina,01,positive
New York,01,positive
Indiana,01,negative
California,01,negative
Oregon,01,positive
New Mexico,01,positive
Nevada,01,negative
Texas,01,negative
Illinois,01,negative
California,01,positive
New York,01,positive
California,01,positive
Oklahoma,01,negative
Illinois,01,negative
Texas,01,positive
Nevada,01,negative
Pennsylvania,01,positive
Missouri,01,positive
Maryland,01,positive
Maryland,01,positive
Texas,01,positive
Colorado,01,positive
South Carolina,01,positive
Georgia,01,negative
Georgia,01,positive
Kentucky,01,negative
North Carolina,01,positive
New York,01,positive
Colorado,01,positive
Tennessee,01,positive
Virginia,01,positive
Alabama,01,negative
Massachusetts,01,positive
Missouri,01,positive
Illinois,01,positive
Minnesota,01,positive
California,01,positive
Florida,01,negative
Washington,01,positive
Hawaii,01,positive
Colorado,01,positive
California,01,positive
California,01,positive
New York,01,negative
Texas,01,positive
Kentucky,01,positive
California,01,negative
Florida,01,positive
District of Columbia,01,positive
New Jersey,01,positive
Florida,01,positive
New York,01,positive
Rhode Island,01,positive
California,01,negative
Maryland,01,positive
Texas,01,negative
California,01,positive
Florida,01,positive
Nevada,01,positive
Texas,01,negative
Texas,01,positive
Florida,01,negative
California,01,negative
Pennsylvania,01,negative
Wisconsin,01,negative
New York,01,negative
Colorado,01,positive
Georgia,01,negative
Missouri,01,positive
Ohio,01,positive
Missouri,01,positive
South Carolina,01,negative
North Carolina,01,positive
Kentucky,01,positive
Kentucky,01,positive
Ohio,01,positive
California,01,positive
California,01,negative
Wyoming,01,positive
Rhode Island,01,positive
Ohio,01,positive
Pennsylvania,01,positive
Tennessee,01,positive
California,01,negative
Ohio,01,negative
Indiana,01,positive
California,01,positive
Kansas,01,positive
California,01,positive
California,01,positive
Kentucky,01,positive
Alaska,01,positive
Texas,01,positive
Nebraska,01,positive
Colorado,01,positive
Washington,01,positive
California,01,positive
Illinois,01,positive
Wisconsin,01,positive
North Carolina,01,positive
Connecticut,01,positive
California,01,positive
California,01,positive
New York,01,negative
Alaska,01,negative
New York,01,positive
California,01,positive
Massachusetts,01,positive
Missouri,01,positive
California,01,negative
California,01,negative
District of Columbia,01,positive
California,01,negative
Washington,01,positive
Oregon,01,positive
California,01,negative
Georgia,01,positive
California,01,negative
Texas,01,positive
New Jersey,01,negative
New York,01,positive
Texas,01,positive
Texas,01,positive
Florida,01,negative
North Carolina,01,negative
Florida,01,positive
New York,01,positive
Texas,01,negative
New York,01,positive
Florida,01,positive
Texas,01,positive
Oregon,01,negative
New York,01,positive
California,01,positive
Pennsylvania,01,positive
California,01,negative
Kansas,01,positive
Georgia,01,positive
New York,01,positive
Nebraska,01,positive
New York,01,positive
Virginia,01,positive
Virginia,01,positive
Pennsylvania,01,negative
California,01,negative
Pennsylvania,01,negative
Kentucky,01,positive
Maryland,01,negative
Illinois,01,negative
California,01,positive
District of Columbia,01,positive
,01,positive
Michigan,01,positive
Georgia,01,positive
Florida,01,positive
Pennsylvania,01,positive
Nevada,01,positive
Missouri,01,positive
Texas,01,positive
Texas,01,negative
Indiana,01,negative
Georgia,01,negative
Colorado,01,positive
North Carolina,01,positive
Texas,01,positive
Colorado,01,positive
Oregon,01,positive
California,01,positive
Washington,01,negative
Nevada,01,positive
Ohio,01,positive
California,01,positive
Utah,01,positive
Montana,01,negative
Colorado,01,positive
California,01,positive
Arizona,01,positive
New Jersey,01,positive
Maryland,01,negative
Oklahoma,01,positive
Florida,01,positive
District of Columbia,01,positive
California,01,positive
Virginia,01,positive
Ohio,01,positive
California,01,negative
New York,01,positive
Iowa,01,negative
Arizona,01,positive
Pennsylvania,01,negative
Texas,01,positive
Indiana,01,positive
New York,01,positive
Florida,01,positive
Indiana,01,positive
New York,01,positive
Colorado,01,negative
Louisiana,01,positive
Nevada,01,negative
Maryland,01,positive
Florida,01,positive
Alaska,01,positive
Missouri,01,positive
Mississippi,01,positive
Tennessee,01,positive
Massachusetts,01,negative
,01,positive
Florida,01,positive
Georgia,01,positive
Colorado,01,negative
Massachusetts,01,negative
Nebraska,01,negative
New York,01,positive
Oregon,01,negative
New York,01,positive
Pennsylvania,01,negative
Iowa,01,negative
Texas,01,positive
Florida,01,positive
,01,negative
New York,01,positive
Colorado,01,positive
Alaska,01,negative
New York,01,positive
Illinois,01,positive
Oklahoma,01,negative
Oregon,01,positive
Pennsylvania,01,positive
Illinois,01,positive
District of Columbia,01,negative
South Carolina,01,positive
Alabama,01,positive
New York,01,positive
California,01,negative
Maryland,01,positive
Alabama,01,positive
Maryland,01,positive
Arkansas,01,positive
California,01,positive
Michigan,01,positive
Washington,01,negative
San Juan,01,positive
Texas,01,positive
Oregon,01,positive
California,01,positive
Colorado,01,positive
Oklahoma,01,positive
California,01,positive
Florida,01,positive
California,01,positive
Illinois,01,positive
Oklahoma,01,positive
Texas,01,positive
Massachusetts,01,positive
Kentucky,01,positive
Minnesota,01,positive
Arkansas,01,positive
Maine,01,positive
California,01,positive
Arizona,01,negative
California,01,positive
California,01,positive
Maryland,01,negative
Georgia,01,negative
Arizona,01,positive
Tennessee,01,negative
Alabama,01,negative
Illinois,01,negative
Florida,01,negative
Illinois,01,positive
District of Columbia,01,negative
New York,01,negative
Montana,01,negative
Washington,01,negative
New Jersey,01,positive
New York,01,positive
Louisiana,01,positive
Pennsylvania,01,positive
Minnesota,01,positive
Georgia,01,positive
California,01,positive
New York,01,positive
Florida,01,negative
Iowa,01,positive
California,01,positive
New York,01,positive
California,01,positive
New York,01,positive
California,01,positive
Texas,01,positive
Texas,01,negative
New Jersey,01,positive
Washington,01,positive
New Jersey,01,positive
Oregon,01,positive
Florida,01,negative
Texas,01,positive
Pennsylvania,01,positive
Florida,01,negative
Iowa,01,negative
Louisiana,01,negative
Utah,01,negative
New York,01,positive
Kentucky,01,positive
Minnesota,01,negative
Texas,01,positive
Texas,01,positive
California,01,positive
New York,01,positive
Washington,01,positive
Indiana,01,positive
Oregon,01,positive
Indiana,01,positive
Florida,01,positive
Vermont,01,positive
California,01,negative
Tennessee,01,negative
Tennessee,01,positive
New York,01,positive
Texas,01,positive
California,01,positive
Texas,01,negative
California,01,positive
Tennessee,01,positive
Texas,01,positive
Pennsylvania,01,positive
Washington,01,positive
Texas,01,negative
Mississippi,01,positive
Arizona,01,positive
Missouri,01,positive
Florida,01,positive
Montana,01,negative
New York,01,positive
District of Columbia,01,negative
Texas,01,negative
California,01,negative
Rhode Island,01,positive
New York,01,negative
Oregon,01,positive
Virginia,01,positive
Alabama,01,positive
Ohio,01,positive
California,01,positive
New Jersey,01,positive
Utah,01,negative
Illinois,01,negative
New York,01,positive
Ohio,01,negative
Indiana,01,negative
Texas,01,positive
Indiana,04,positive
Oregon,04,positive
Connecticut,04,negative
Kentucky,04,positive
California,04,negative
California,04,positive
Vermont,04,negative
District of Columbia,04,negative
Nevada,04,positive
Arkansas,04,positive
,04,positive
Florida,04,positive
Connecticut,04,positive
District of Columbia,04,negative
California,04,positive
Nevada,04,positive
South Carolina,04,positive
New Mexico,04,positive
Maine,04,positive
California,04,positive
Florida,04,positive
North Carolina,04,negative
California,04,positive
Indiana,04,positive
Illinois,04,positive
California,04,positive
California,04,positive
Illinois,04,positive
Texas,04,negative
North Carolina,04,negative
Michigan,04,negative
Illinois,04,positive
California,04,positive
Arizona,04,negative
,04,positive
Alabama,04,positive
Texas,04,positive
New York,04,positive
California,04,positive
Indiana,04,positive
Arizona,04,positive
Texas,04,negative
Washington,04,positive
Florida,04,positive
Texas,04,positive
New Jersey,04,positive
California,04,negative
Missouri,04,negative
South Carolina,04,negative
Maryland,04,positive
Delaware,04,positive
Massachusetts,04,positive
Michigan,04,negative
Ohio,04,positive
Washington,04,positive
New Hampshire,04,positive
California,04,positive
Florida,04,positive
California,04,negative
,04,positive
South Carolina,04,positive
Texas,04,positive
Missouri,04,positive
Illinois,04,positive
Virginia,04,positive
Michigan,04,positive
Oklahoma,04,negative
Kentucky,04,positive
Florida,04,negative
Ohio,04,positive
Pennsylvania,04,positive
California,04,positive
Oklahoma,04,negative
Tennessee,04,positive
Nevada,04,positive
California,04,negative
Florida,04,positive
North Dakota,04,positive
Texas,04,positive
California,04,positive
Washington,04,positive
Texas,04,positive
Texas,04,positive
Ohio,04,negative
New Mexico,04,positive
Tennessee,04,positive
New Jersey,04,negative
Massachusetts,04,positive
Pennsylvania,04,negative
Florida,04,positive
New York,04,positive
District of Columbia,04,positive
Indiana,04,positive
Montones,04,positive
Texas,04,negative
California,04,negative
Florida,04,positive
Florida,04,positive
Utah,04,positive
California,04,positive
District of Columbia,04,positive
California,04,positive
Florida,04,negative
New York,04,positive
California,04,positive
Texas,04,negative
Nevada,04,positive
Connecticut,04,positive
Colorado,04,positive
,04,positive
Texas,04,positive
Maryland,04,positive
Texas,04,positive
Missouri,04,positive
Texas,04,positive
Texas,04,negative
Florida,04,positive
Pennsylvania,04,negative
Missouri,04,positive
District of Columbia,04,positive
Michigan,04,positive
North Carolina,04,positive
Arizona,04,negative
Arizona,04,positive
Nevada,04,positive
Connecticut,04,negative
Nebraska,04,positive
Washington,04,positive
Florida,04,positive
Alabama,04,positive
Florida,04,negative
North Carolina,04,positive
Missouri,04,positive
Oregon,04,negative
Virginia,04,negative
Iowa,04,positive
New York,04,positive
Florida,04,positive
Louisiana,04,negative
Illinois,04,negative
New Jersey,04,positive
Michigan,04,positive
Washington,04,negative
Nevada,04,positive
Maine,04,positive
Hawaii,04,negative
District of Columbia,04,negative
Georgia,04,positive
California,04,positive
Virginia,04,negative
Texas,04,positive
Texas,04,positive
Utah,04,negative
Florida,04,positive
Utah,04,positive
Arizona,04,positive
New Jersey,04,positive
Tennessee,04,negative
Texas,04,negative
Ohio,04,positive
New Mexico,04,positive
Ohio,04,positive
Oregon,04,positive
California,04,positive
Pennsylvania,04,positive
Minnesota,04,positive
Florida,04,negative
Ohio,04,positive
Florida,04,positive
Colorado,04,positive
Georgia,04,positive
North Carolina,04,positive
California,04,negative
Michigan,04,negative
Ohio,04,positive
Florida,04,positive
New Mexico,04,positive
Mississippi,04,positive
Texas,04,negative
California,04,negative
Washington,04,positive
Pennsylvania,04,negative
Illinois,04,positive
Michigan,04,positive
Florida,04,positive
Delaware,04,negative
Ohio,04,positive
New York,04,positive
Virginia,04,positive
California,04,positive
Nevada,04,positive
District of Columbia,04,positive
Oklahoma,04,negative
Florida,04,positive
Texas,04,positive
California,04,positive
New York,04,positive
Washington,04,positive
California,04,positive
Pennsylvania,04,positive
Kentucky,04,negative
Florida,04,positive
Florida,04,positive
Florida,04,negative
Florida,04,positive
New York,04,positive
Maryland,04,negative
Florida,04,positive
Texas,04,positive
,04,positive
New Jersey,04,positive
Tennessee,04,positive
California,04,positive
Ohio,04,positive
Massachusetts,04,positive
Florida,04,positive
Georgia,04,positive
Illinois,04,positive
North Carolina,04,positive
Georgia,04,positive
Michigan,04,negative
Pennsylvania,04,positive
Michigan,04,positive
Maryland,04,positive
New York,04,negative
Maryland,04,positive
Utah,04,positive
Missouri,04,negative
District of Columbia,04,positive
Illinois,04,positive
Maryland,04,positive
Nevada,04,negative
Ohio,04,positive
,04,negative
Texas,04,positive
Arizona,04,positive
Maryland,04,positive
Maryland,04,negative
Nevada,04,positive
Virginia,04,positive
Maine,04,positive
Virginia,04,positive
New Jersey,04,positive
California,04,positive
Texas,04,negative
Texas,04,positive
Washington,04,positive
Alabama,04,positive
North Carolina,04,positive
Nevada,04,positive
Ohio,04,negative
Nevada,04,negative
Florida,04,negative
Arizona,04,positive
Florida,04,positive
Florida,04,negative
Colorado,04,positive
Washington,04,positive
Indiana,04,positive
Ohio,04,positive
Florida,04,positive
Ohio,04,negative
Pennsylvania,04,positive
Arizona,04,positive
Georgia,04,positive
Virginia,04,positive
Illinois,04,negative
South Carolina,04,positive
Indiana,04,positive
Tennessee,04,positive
Nevada,04,positive
Texas,04,positive
California,04,positive
Indiana,04,positive
California,04,negative
California,04,negative
Alabama,04,positive
Nevada,04,positive
California,04,positive
New York,04,positive
California,04,positive
Arizona,04,positive
,04,negative
South Carolina,04,positive
California,04,positive
Florida,04,positive
California,04,positive
Pennsylvania,04,negative
Florida,04,positive
District of Columbia,04,negative
Texas,04,positive
Wisconsin,04,negative
California,04,positive
Texas,04,negative
Nebraska,04,positive
Florida,04,positive
,04,negative
Texas,04,positive
North Dakota,04,positive
Florida,04,positive
New York,04,positive
South Carolina,04,negative
Texas,04,positive
Pennsylvania,04,positive
Maryland,04,positive
Wisconsin,04,negative
Maryland,04,negative
Utah,04,positive
North Carolina,04,positive
Illinois,04,positive
North Dakota,04,positive
Pennsylvania,04,negative
Idaho,04,positive
Pennsylvania,04,negative
Florida,04,positive
District of Columbia,04,positive
New York,04,positive
Colorado,04,negative
Oregon,04,positive
Florida,04,positive
Nevada,04,positive
California,04,positive
Pennsylvania,04,positive
Tennessee,04,negative
Nevada,04,negative
Georgia,04,positive
Kentucky,04,positive
North Carolina,04,positive
California,04,positive
Utah,04,positive
Hawaii,04,positive
Georgia,04,positive
Missouri,04,positive
California,04,positive
North Carolina,04,positive
New Jersey,04,positive
California,04,negative
Iowa,04,positive
North Carolina,04,positive
New York,04,positive
Ohio,04,positive
California,04,negative
Connecticut,04,negative
Florida,04,positive
Illinois,04,positive
Massachusetts,04,negative
Iowa,04,positive
Idaho,04,positive
Illinois,04,negative
California,04,positive
California,04,negative
Georgia,04,positive
Oklahoma,04,positive
California,04,positive
Oklahoma,04,positive
Nevada,04,positive
Iowa,04,positive
Florida,04,positive
Alabama,04,positive
Michigan,04,positive
Illinois,04,negative
California,04,positive
California,04,positive
Arizona,04,negative
Massachusetts,04,negative
Mississippi,04,positive
Maine,04,positive
Virginia,04,positive
Florida,04,negative
Texas,04,negative
Ohio,04,positive
Wisconsin,04,positive
Colorado,04,positive
Illinois,04,negative
Iowa,04,positive
Arizona,04,positive
California,04,positive
New York,04,negative
Texas,04,negative
California,04,positive
Pennsylvania,04,negative
Louisiana,04,positive
Georgia,04,positive
California,04,positive
Iowa,04,positive
Louisiana,04,positive
Florida,04,negative
Virginia,04,negative
Illinois,04,positive
Nevada,04,negative
Florida,04,positive
Illinois,04,negative
Arizona,04,positive
Indiana,04,positive
Illinois,04,positive
Kentucky,04,negative
Georgia,04,positive
New Jersey,04,positive
Texas,04,negative
Georgia,04,positive
Wisconsin,04,positive
Oregon,04,negative
Texas,04,positive
California,04,positive
Illinois,04,negative
Texas,04,positive
New Jersey,04,positive
Ohio,04,positive
Maryland,04,positive
California,04,negative
Maryland,04,positive
Oklahoma,04,negative
California,04,positive
Texas,04,positive
Ohio,04,positive
Nevada,04,positive
Pennsylvania,04,positive
,04,negative
California,04,negative
Nevada,04,positive
Texas,04,positive
Georgia,04,positive
Illinois,04,negative
Virginia,04,positive
California,04,positive
Maryland,04,positive
South Carolina,04,positive
Pennsylvania,04,positive
Montana,04,negative
Tennessee,04,positive
Illinois,04,positive
Florida,04,positive
California,04,positive
North Carolina,04,positive
Virginia,04,positive
Texas,04,positive
New Jersey,04,negative
Massachusetts,04,negative
California,04,positive
Texas,04,positive
Illinois,04,positive
Pennsylvania,04,positive
Pennsylvania,04,positive
Virginia,04,positive
Massachusetts,04,negative
District of Columbia,04,positive
Arizona,04,positive
Florida,04,positive
,04,positive
Florida,04,positive
Virginia,04,negative
Minnesota,04,positive
Virginia,04,positive
Nebraska,04,positive
,04,positive
Arizona,04,positive
Texas,04,negative
Kansas,04,positive
Oregon,04,negative
Illinois,04,negative
San Sebastián,04,positive
Texas,04,positive
Illinois,04,positive
Florida,04,positive
Texas,04,positive
Pennsylvania,04,negative
Alabama,04,positive
Nevada,04,positive
Missouri,04,negative
Vermont,04,positive
New Jersey,04,positive
California,04,positive
Kansas,04,positive
New York,04,positive
Illinois,04,positive
Georgia,04,positive
Pennsylvania,04,positive
Nevada,04,positive
Ohio,04,positive
California,04,positive
Virginia,04,positive
Oklahoma,04,positive
Ohio,04,negative
Nevada,04,negative
Florida,04,positive
Florida,04,positive
New Jersey,04,positive
North Carolina,04,positive
Massachusetts,04,positive
Florida,04,negative
Florida,04,positive
New York,04,positive
Texas,04,positive
Illinois,04,positive
Wisconsin,04,positive
Michigan,04,negative
Pennsylvania,04,negative
North Carolina,04,positive
Georgia,04,positive
California,04,negative
California,04,positive
New York,04,positive
Michigan,04,positive
Texas,04,negative
Vermont,04,positive
Illinois,04,positive
Texas,04,negative
Florida,04,positive
Georgia,04,positive
Kansas,04,positive
Pennsylvania,04,positive
Colorado,04,negative
Nevada,04,positive
Washington,04,positive
Arizona,04,positive
Virginia,04,positive
California,04,negative
New York,04,positive
Missouri,04,positive
Arizona,04,positive
South Carolina,04,negative
Pennsylvania,04,positive
Florida,04,negative
California,04,positive
New York,04,negative
Arizona,04,positive
Minnesota,04,positive
South Dakota,04,negative
Kentucky,04,positive
Tennessee,04,positive
California,04,positive
Nebraska,04,negative
Illinois,04,positive
North Carolina,04,positive
Illinois,04,positive
Florida,04,positive
Pennsylvania,04,positive
Illinois,04,positive
California,04,positive
California,04,positive
Virginia,04,positive
Iowa,04,positive
Arizona,04,negative
New Jersey,04,negative
Michigan,04,positive
Pennsylvania,04,positive
Florida,04,positive
Connecticut,04,positive
Indiana,04,positive
Pennsylvania,04,positive
Florida,04,positive
Utah,04,positive
Minnesota,04,positive
Florida,04,positive
Illinois,04,negative
Pennsylvania,04,positive
California,04,positive
Virginia,04,positive
Colorado,04,negative
Florida,04,positive
Texas,04,negative
Idaho,04,positive
New York,04,positive
Texas,04,positive
Texas,04,negative
California,04,positive
Idaho,04,positive
New York,04,positive
Virginia,04,positive
California,04,positive
Maryland,04,positive
Pennsylvania,04,negative
New Mexico,04,positive
Texas,04,negative
,04,positive
Texas,04,positive
Florida,04,negative
Tennessee,04,positive
California,04,positive
California,04,positive
Virginia,04,positive
South Carolina,04,positive
Texas,04,positive
Pennsylvania,04,negative
Delaware,04,positive
Ohio,04,positive
Missouri,04,negative
California,04,positive
Colorado,04,positive
Oklahoma,04,positive
California,04,negative
Florida,04,positive
New York,04,negative
Idaho,04,positive
New York,04,positive
Michigan,04,positive
Florida,04,positive
Florida,04,positive
California,04,positive
Pennsylvania,04,positive
California,04,positive
Texas,04,negative
Texas,04,positive
California,04,positive
Delaware,04,positive
Texas,04,positive
Florida,04,positive
California,04,negative
California,04,positive
,04,positive
North Carolina,04,positive
California,04,positive
Florida,04,positive
California,04,positive
Kentucky,04,positive
California,04,positive
New York,04,positive
Oregon,04,positive
Nevada,04,positive
California,04,positive
Nevada,04,positive
California,04,negative
Colorado,04,positive
Tennessee,04,positive
Pennsylvania,04,negative
California,04,positive
New Jersey,04,positive
Missouri,04,positive
Iowa,04,positive
Texas,04,positive
Pennsylvania,04,positive
Tennessee,04,positive
Georgia,04,positive
Arizona,04,negative
New Hampshire,04,positive
Colorado,04,positive
Nebraska,04,negative
California,04,positive
Georgia,04,negative
New Mexico,04,positive
Texas,04,positive
California,04,positive
Colorado,04,positive
California,04,positive
Texas,04,positive
Texas,04,positive
Florida,04,positive
Arizona,04,positive
Virginia,04,positive
Florida,04,positive
Maryland,04,positive
Virginia,04,negative
California,04,positive
Iowa,04,negative
California,04,positive
Massachusetts,04,negative
California,04,positive
California,04,negative
North Carolina,04,positive
Massachusetts,04,positive
California,04,positive
Colorado,04,negative
Georgia,04,positive
Virginia,04,positive
California,04,negative
Miradero,04,positive
Washington,04,positive
Colorado,04,positive
Florida,04,positive
Colorado,04,negative
Florida,04,positive
West Virginia,04,negative
South Carolina,04,negative
California,04,positive
Massachusetts,04,positive
Florida,04,positive
Florida,04,positive
New York,04,positive
New York,04,positive
Pennsylvania,04,positive
California,04,positive
Florida,04,negative
Indiana,04,positive
Florida,04,positive
Arizona,04,positive
California,04,negative
Colorado,04,positive
Washington,04,positive
California,04,positive
Pennsylvania,04,positive
California,04,positive
California,04,negative
Colorado,04,negative
California,04,positive
Oregon,04,positive
North Carolina,04,positive
Georgia,04,positive
Oregon,04,positive
Arizona,04,positive
District of Columbia,04,positive
New York,04,positive
,04,positive
New York,04,negative
Florida,04,negative
Pennsylvania,04,positive
Tennessee,04,negative
California,04,negative
California,04,negative
California,04,positive
Florida,04,positive
Georgia,04,positive
Massachusetts,04,negative
California,04,positive
California,04,negative
New Mexico,04,positive
Florida,04,positive
Nevada,04,negative
Ohio,04,positive
Florida,04,positive
Michigan,04,positive
Connecticut,04,positive
Massachusetts,04,positive
Arizona,04,positive
South Carolina,04,positive
Louisiana,04,positive
Arizona,04,positive
